id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,ratio_data_voix,nombre_sms,appels_service_client,pannes_signalees_30j,nombre_reclamations,retard_paiement_jours,retour_client,resiliation
CLI06528,Boké,Homme,40,524093,23,Prépayé,Non,Non,57512,Espèces,127,219,0,4098,11.84,4,5,0,5,0,Tres satisfait du reseau et du service.,Oui
CLI06529,Labé,Homme,37,565453,15,Prépayé,Non,Oui,42849,Virement bancaire,152,145,1,907,3.04,1,1,0,1,0,Offres interessantes et service fiable.,Non
CLI06530,Boké,Femme,38,248435,49,Prépayé,Non,Oui,55997,Orange Money,134,85,1,2866,13.03,5,0,1,1,0,Quelques coupures mais globalement satisfait.,Oui
CLI06531,Mamou,Homme,52,466320,19,Prépayé,Non,Oui,32795,Espèces,231,96,8,5153,15.38,18,0,1,2,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06532,Conakry,Femme,27,620734,14,Postpayé,Oui,Non,167600,Espèces,291,84,2,2552,6.77,24,0,1,2,2,Offres interessantes et service fiable.,Non
CLI06533,Mamou,Homme,37,485439,19,Prépayé,Non,Oui,47287,Espèces,201,52,0,384,1.52,6,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Oui
CLI06534,Faranah,Homme,25,479709,43,Prépayé,Non,Non,43052,Espèces,154,177,0,2570,7.76,40,2,0,2,0,Réseau parfois instable mais service client réactif.,Oui
CLI06535,Conakry,Homme,32,1315318,25,Postpayé,Oui,Oui,67901,Espèces,259,72,29,1244,3.46,4,0,0,1,1,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06536,Kindia,Femme,26,985348,21,Postpayé,Oui,Non,166469,Carte bancaire,197,62,1,630,2.42,7,1,0,1,1,Service correct dans l'ensemble.,Oui
CLI06537,Kankan,Homme,28,450643,8,Prépayé,Non,Oui,22054,Espèces,153,43,0,2364,12.06,11,1,0,2,0,Quelques coupures mais globalement satisfait.,Non
CLI06538,Conakry,Homme,27,783973,1,Prépayé,Non,Oui,54727,Orange Money,109,48,0,3146,20.04,1,0,0,0,0,Service correct dans l'ensemble.,Non
CLI06539,Kankan,Homme,19,734021,3,Postpayé,Oui,Non,111967,Espèces,219,185,24,50,0.12,2,0,0,1,0,Tres satisfait du reseau et du service.,Non
CLI06540,Conakry,Femme,69,732736,36,Prépayé,Non,Non,29253,Orange Money,232,163,2,3570,8.99,2,3,0,3,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06541,Boké,Femme,50,834644,1,Postpayé,Oui,Oui,86988,Virement bancaire,267,114,3,457,1.19,5,1,0,1,2,"Utilisation standard, pas de souci majeur.",Oui
CLI06542,Labé,Femme,35,673767,1,Postpayé,Oui,Oui,73763,Orange Money,161,102,3,3826,14.38,0,1,0,1,1,Prix trop élevés par rapport à la concurrence.,Non
CLI06543,Conakry,Femme,27,607138,12,Prépayé,Non,Oui,54169,Orange Money,114,119,0,2026,8.7,3,2,2,5,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI06544,N'Zérékoré,Femme,27,371648,27,Prépayé,Non,Non,65056,Orange Money,129,91,8,2484,10.89,10,0,0,1,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06545,Mamou,Homme,21,601281,14,Prépayé,Non,Non,24897,Espèces,160,40,8,2515,12.09,12,5,0,5,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI06546,N'Zérékoré,Femme,37,916681,10,Postpayé,Oui,Oui,107546,Carte bancaire,179,89,14,3233,11.46,7,0,0,0,1,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06547,Conakry,Homme,29,1628769,14,Postpayé,Oui,Oui,111315,Orange Money,198,187,16,662,1.65,16,0,1,1,0,"Service client à améliorer, réseau correct.",Non
CLI06548,Conakry,Homme,32,648425,1,Prépayé,Non,Oui,49620,Orange Money,106,139,1,3929,15.97,1,1,1,4,0,Réseau parfois instable mais service client réactif.,Oui
CLI06549,Conakry,Femme,39,1002232,7,Prépayé,Non,Oui,50928,Orange Money,183,136,3,3296,10.24,23,1,0,1,0,Service correct dans l'ensemble.,Non
CLI06550,N'Zérékoré,Homme,41,512497,8,Prépayé,Non,Oui,47089,Orange Money,206,122,0,4388,13.38,7,0,1,2,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06551,Faranah,Homme,18,324156,33,Prépayé,Non,Oui,43919,Orange Money,171,110,0,1828,6.51,19,0,0,0,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI06552,Kankan,Femme,31,273847,33,Prépayé,Non,Oui,30729,Orange Money,295,59,2,2972,8.35,17,3,0,5,0,Content de la couverture reseau dans ma zone.,Non
CLI06553,Conakry,Homme,33,926233,60,Prépayé,Non,Oui,51067,Orange Money,212,28,10,3468,13.87,3,3,1,4,0,Offres interessantes et service fiable.,Non
CLI06554,Conakry,Homme,36,245059,15,Prépayé,Non,Oui,10881,Orange Money,159,67,2,1736,7.61,30,0,1,1,0,"Service client à améliorer, réseau correct.",Non
CLI06555,Conakry,Femme,30,1659116,12,Postpayé,Non,Oui,125501,Espèces,252,102,2,2658,7.47,13,2,3,6,0,Service correct dans l'ensemble.,Non
CLI06556,N'Zérékoré,Homme,21,515101,29,Prépayé,Non,Non,19639,Orange Money,58,165,0,1152,5.17,0,1,0,2,0,Quelques coupures mais globalement satisfait.,Oui
CLI06557,Boké,Homme,31,503376,18,Prépayé,Non,Non,49678,Orange Money,143,49,1,3022,15.66,2,4,0,4,0,Réseau parfois instable mais service client réactif.,Non
CLI06558,Mamou,Homme,24,386500,24,Prépayé,Non,Non,46225,Espèces,106,131,1,4145,17.42,0,0,0,1,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06559,Conakry,Homme,24,1257991,41,Postpayé,Non,Non,22348,Orange Money,179,146,0,3089,9.5,1,2,0,2,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI06560,Kankan,Homme,30,481075,22,Prépayé,Non,Non,13723,Orange Money,122,51,1,2830,16.26,4,3,0,3,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06561,Conakry,Homme,25,209543,14,Prépayé,Non,Oui,29586,Espèces,133,19,1,1804,11.79,1,0,1,1,0,Offres interessantes et service fiable.,Non
CLI06562,Conakry,Femme,30,595710,85,Prépayé,Non,Oui,54730,Orange Money,170,105,7,2880,10.21,6,0,1,2,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI06563,Boké,Femme,24,665085,10,Postpayé,Oui,Oui,57532,Espèces,61,42,16,3013,25.32,13,0,0,0,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI06564,Kindia,Femme,24,464631,3,Prépayé,Non,Non,55922,Orange Money,106,175,0,2296,8.17,10,0,0,0,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06565,Faranah,Homme,57,222643,25,Prépayé,Non,Oui,50849,Espèces,172,143,0,2458,7.8,5,0,0,0,0,Réseau parfois instable mais service client réactif.,Non
CLI06566,Faranah,Homme,45,653752,17,Prépayé,Non,Non,55536,Orange Money,141,112,7,1119,4.3,7,0,0,1,0,Service correct dans l'ensemble.,Non
CLI06567,Kankan,Femme,40,526384,30,Prépayé,Non,Oui,5140,Orange Money,271,153,1,2394,5.63,21,2,0,3,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06568,N'Zérékoré,Femme,24,716725,2,Prépayé,Non,Non,59124,Orange Money,200,99,0,2636,8.82,5,4,0,5,0,"Utilisation standard, pas de souci majeur.",Non
CLI06569,Boké,Homme,31,328439,6,Prépayé,Non,Oui,102824,Espèces,272,86,3,2709,7.5,1,2,0,2,0,Quelques coupures mais globalement satisfait.,Oui
CLI06570,Boké,Homme,50,974275,20,Postpayé,Oui,Oui,68827,Orange Money,174,9,23,4839,23.49,27,1,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI06571,Mamou,Femme,24,339454,54,Prépayé,Non,Oui,34451,Orange Money,216,74,3,2016,6.88,5,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI06572,Conakry,Femme,19,633771,3,Prépayé,Non,Oui,33004,Orange Money,200,101,0,1999,6.64,5,6,2,8,0,"Service client à améliorer, réseau correct.",Non
CLI06573,Kindia,Homme,68,410676,17,Prépayé,Non,Oui,38309,Orange Money,293,202,0,4087,8.26,3,1,0,1,0,Réseau parfois instable mais service client réactif.,Non
CLI06574,N'Zérékoré,Homme,43,831523,28,Postpayé,Non,Oui,165066,Espèces,170,191,0,3277,9.08,6,0,0,0,2,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI06575,N'Zérékoré,Femme,36,287759,34,Postpayé,Non,Non,133234,Orange Money,295,0,3,1953,6.55,2,0,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI06576,Mamou,Homme,33,547088,61,Prépayé,Non,Oui,47669,Orange Money,143,39,3,3831,20.71,6,11,0,11,0,Prix trop élevés par rapport à la concurrence.,Oui
CLI06577,Conakry,Homme,40,732055,27,Prépayé,Non,Oui,43469,Espèces,107,44,2,1297,8.48,0,2,1,3,0,Service correct dans l'ensemble.,Non
CLI06578,Kankan,Femme,46,818592,14,Postpayé,Non,Non,63793,Orange Money,157,94,3,1915,7.54,0,0,0,0,1,Prix trop élevés par rapport à la concurrence.,Oui
CLI06579,Boké,Femme,19,445761,21,Prépayé,Non,Non,34886,Orange Money,4,74,4,2638,32.17,18,7,1,8,0,Quelques coupures mais globalement satisfait.,Non
CLI06580,Kankan,Femme,38,697887,10,Postpayé,Non,Non,140227,Espèces,333,80,1,2303,5.56,1,1,0,1,0,Problèmes récurrents de réseau dans mon quartier.,Oui
CLI06581,Conakry,Homme,23,1098314,8,Postpayé,Non,Oui,116204,Virement bancaire,136,124,1,50,0.19,17,0,0,0,0,Offres interessantes et service fiable.,Non
CLI06582,Mamou,Homme,21,414498,3,Prépayé,Oui,Oui,18420,Orange Money,126,96,0,1454,6.55,33,0,1,1,0,Prix trop élevés par rapport à la concurrence.,Oui
CLI06583,Kindia,Femme,26,1081298,1,Postpayé,Oui,Non,92855,Virement bancaire,177,118,28,838,2.59,7,1,0,1,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI06584,Boké,Femme,32,434888,28,Prépayé,Non,Non,31666,Orange Money,160,102,0,1726,6.59,20,1,0,1,0,Service correct dans l'ensemble.,Non
CLI06585,Faranah,Femme,35,382814,22,Prépayé,Non,Oui,5000,Orange Money,127,77,1,600,2.93,4,3,0,3,0,Tres satisfait du reseau et du service.,Non
CLI06586,Kindia,Femme,30,1348484,4,Postpayé,Oui,Non,110714,Virement bancaire,152,93,4,4430,17.79,8,3,0,4,2,Content de la couverture reseau dans ma zone.,Non
CLI06587,N'Zérékoré,Homme,25,265438,13,Prépayé,Non,Oui,48259,Orange Money,281,34,0,1785,5.67,1,0,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI06588,N'Zérékoré,Homme,20,741930,3,Postpayé,Non,Non,180507,Orange Money,285,118,0,3419,8.48,4,1,0,1,0,Offres interessantes et service fiable.,Oui
CLI06589,Kindia,Homme,24,770142,18,Postpayé,Non,Non,217535,Orange Money,223,190,0,1172,2.84,4,5,1,7,0,Quelques coupures mais globalement satisfait.,Oui
CLI06590,N'Zérékoré,Homme,63,774083,14,Postpayé,Non,Oui,47444,Orange Money,325,63,0,1759,4.53,0,4,1,6,0,Service correct dans l'ensemble.,Non
CLI06591,Labé,Homme,38,479373,38,Prépayé,Non,Oui,23120,Espèces,228,67,0,4141,14.04,9,0,1,1,0,Service correct dans l'ensemble.,Non
CLI06592,Mamou,Homme,46,498970,63,Postpayé,Non,Oui,129938,Orange Money,212,43,2,977,3.8,6,0,0,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI06593,Kindia,Femme,23,401179,17,Prépayé,Non,Non,54071,Virement bancaire,123,85,0,1593,7.66,6,1,0,2,0,"Service client à améliorer, réseau correct.",Non
CLI06594,Faranah,Femme,55,384097,52,Prépayé,Non,Oui,13960,Orange Money,183,68,2,4769,18.85,6,6,0,6,0,Tres satisfait du reseau et du service.,Non
CLI06595,Conakry,Femme,31,990370,31,Postpayé,Oui,Oui,143076,Orange Money,122,125,0,4444,17.99,8,2,1,6,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI06596,Labé,Homme,34,1130944,15,Postpayé,Oui,Non,156060,Orange Money,203,117,14,3818,11.43,3,1,0,1,1,Quelques coupures mais globalement satisfait.,Non
CLI06597,Conakry,Femme,51,1571895,5,Postpayé,Non,Oui,106152,Orange Money,258,62,2,2981,9.26,2,0,0,1,2,Réseau parfois instable mais service client réactif.,Oui
CLI06598,Kindia,Homme,22,707420,12,Prépayé,Non,Non,30144,Orange Money,113,71,2,1701,9.15,2,3,0,3,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06599,Kankan,Femme,32,579648,51,Prépayé,Oui,Oui,109307,Espèces,185,139,3,2702,8.26,3,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI06600,Conakry,Homme,37,570552,40,Prépayé,Non,Oui,6480,Espèces,197,74,2,2427,8.89,4,2,0,2,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI06601,Kindia,Femme,30,606035,2,Prépayé,Non,Non,60130,Orange Money,153,89,0,1643,6.79,6,9,1,10,0,"Service client à améliorer, réseau correct.",Non
CLI06602,Conakry,Femme,47,697710,2,Prépayé,Non,Oui,58205,Orange Money,111,72,2,2539,13.72,2,3,0,3,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI06603,Conakry,Femme,35,440983,2,Prépayé,Non,Non,64649,Espèces,112,47,0,2986,18.78,4,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI06604,Boké,Homme,34,1045562,9,Postpayé,Oui,Non,158744,Orange Money,125,90,0,1139,5.3,32,0,0,0,2,Problèmes récurrents de réseau dans mon quartier.,Oui
CLI06605,Boké,Femme,34,512450,3,Prépayé,Non,Oui,67364,Orange Money,112,115,0,3126,13.77,11,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI06606,Conakry,Femme,27,1321038,49,Postpayé,Oui,Non,111690,Orange Money,76,0,6,3446,42.02,1,0,0,0,0,Tres satisfait du reseau et du service.,Non
CLI06607,N'Zérékoré,Femme,31,537298,19,Prépayé,Non,Oui,85519,Orange Money,96,128,1,50,0.22,9,0,2,3,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI06608,Conakry,Femme,28,416086,9,Prépayé,Non,Non,37875,Orange Money,212,50,1,2821,10.73,8,0,0,0,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06609,Conakry,Homme,47,557302,25,Prépayé,Non,Non,55490,Espèces,167,68,1,2153,9.12,26,10,1,11,0,Service correct dans l'ensemble.,Non
CLI06610,Conakry,Homme,29,887267,23,Prépayé,Non,Non,42384,Orange Money,97,66,5,962,5.73,1,0,0,1,0,Quelques coupures mais globalement satisfait.,Non
CLI06611,Kankan,Homme,35,150000,18,Prépayé,Oui,Non,104133,Orange Money,299,11,7,3403,10.74,8,2,1,3,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI06612,Conakry,Femme,25,432559,4,Prépayé,Non,Oui,23604,Orange Money,236,82,2,3139,9.81,4,2,2,5,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI06613,Labé,Femme,44,381887,4,Prépayé,Non,Oui,49217,Orange Money,192,102,2,1588,5.36,23,3,2,5,0,Offres interessantes et service fiable.,Oui
CLI06614,Labé,Homme,35,544836,20,Prépayé,Non,Non,64661,Orange Money,84,101,6,3200,16.75,8,1,1,2,0,Content de la couverture reseau dans ma zone.,Non
CLI06615,Kankan,Homme,29,663735,4,Prépayé,Non,Oui,32862,Orange Money,326,143,4,1813,3.83,1,0,1,1,0,Problèmes récurrents de réseau dans mon quartier.,Oui
CLI06616,Conakry,Homme,25,1468431,17,Postpayé,Non,Oui,86192,Espèces,279,152,0,2521,5.85,7,0,1,1,1,Réseau parfois instable mais service client réactif.,Oui
CLI06617,N'Zérékoré,Femme,45,348132,15,Prépayé,Oui,Oui,68736,Orange Money,210,81,13,728,2.39,8,3,0,4,0,"Utilisation standard, pas de souci majeur.",Non
CLI06618,Conakry,Homme,29,580159,43,Prépayé,Oui,Non,46418,Orange Money,226,44,8,3206,11.53,21,0,0,0,0,Quelques coupures mais globalement satisfait.,Non
CLI06619,Conakry,Homme,37,724285,21,Prépayé,Non,Oui,63138,Orange Money,89,33,5,1779,14.01,6,0,2,3,0,Quelques coupures mais globalement satisfait.,Non
CLI06620,Faranah,Homme,25,559660,8,Prépayé,Non,Oui,47190,Espèces,325,72,0,4705,11.85,2,0,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI06621,Kankan,Homme,41,405833,12,Prépayé,Non,Non,35893,Orange Money,216,93,2,4569,14.69,17,1,1,2,0,Réseau parfois instable mais service client réactif.,Non
CLI06622,Labé,Homme,34,428236,30,Prépayé,Non,Oui,58920,Espèces,248,154,5,2216,5.44,2,1,1,3,0,Service correct dans l'ensemble.,Non
CLI06623,Conakry,Femme,40,1207312,29,Postpayé,Non,Non,119405,Virement bancaire,198,155,1,1097,3.1,7,1,0,2,1,Prix trop élevés par rapport à la concurrence.,Non
CLI06624,Kankan,Homme,44,379440,20,Prépayé,Non,Oui,33504,Orange Money,121,163,1,2647,9.29,2,0,0,0,0,Réseau parfois instable mais service client réactif.,Non
CLI06625,Conakry,Femme,25,751304,7,Prépayé,Non,Non,43189,Orange Money,199,47,4,5072,20.29,9,0,0,0,0,"Service client à améliorer, réseau correct.",Non
CLI06626,Kankan,Homme,43,379132,20,Prépayé,Non,Oui,40444,Orange Money,290,122,0,2186,5.31,12,2,1,3,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06627,Conakry,Homme,29,690494,48,Prépayé,Non,Non,36135,Orange Money,113,143,2,3353,13.0,1,0,0,0,0,Réseau parfois instable mais service client réactif.,Non
CLI06628,Kindia,Homme,23,458510,13,Prépayé,Non,Oui,57520,Espèces,172,126,1,841,2.81,3,0,0,1,0,Content de la couverture reseau dans ma zone.,Oui
CLI06629,Boké,Homme,24,701020,10,Prépayé,Non,Oui,64138,Orange Money,183,57,1,4061,16.85,11,7,0,7,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI06630,Conakry,Homme,47,567801,16,Prépayé,Non,Oui,64945,Orange Money,71,92,1,3037,18.52,0,3,0,3,0,Offres interessantes et service fiable.,Non
CLI06631,Boké,Homme,31,743964,7,Postpayé,Non,Non,106048,Virement bancaire,117,96,1,2692,12.58,20,2,0,2,1,"Utilisation standard, pas de souci majeur.",Non
CLI06632,Conakry,Femme,30,911182,26,Prépayé,Non,Non,54956,Orange Money,312,99,0,2369,5.76,5,0,0,0,0,Service correct dans l'ensemble.,Non
CLI06633,Faranah,Femme,28,605960,16,Prépayé,Non,Oui,40068,Orange Money,202,162,0,2913,8.0,7,0,1,1,0,Quelques coupures mais globalement satisfait.,Non
CLI06634,Conakry,Femme,18,888396,6,Prépayé,Non,Oui,45149,Orange Money,183,17,1,2914,14.5,1,2,0,2,0,Service correct dans l'ensemble.,Non
CLI06635,Kankan,Femme,24,520446,18,Prépayé,Non,Oui,53397,Espèces,186,46,2,3647,15.59,24,0,0,0,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06636,N'Zérékoré,Homme,41,599079,1,Prépayé,Non,Non,37147,Orange Money,291,49,4,4309,12.53,7,0,0,0,0,"Utilisation standard, pas de souci majeur.",Oui
CLI06637,Faranah,Femme,41,456719,6,Prépayé,Non,Non,33643,Espèces,133,144,0,1462,5.28,8,0,2,3,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06638,N'Zérékoré,Homme,46,370457,26,Prépayé,Non,Oui,42394,Orange Money,138,97,2,2081,8.78,19,2,2,5,0,Prix trop élevés par rapport à la concurrence.,Oui
CLI06639,Boké,Femme,37,1005105,1,Postpayé,Oui,Oui,149278,Orange Money,197,120,20,3352,9.95,6,0,0,1,1,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI06640,Conakry,Homme,45,632922,20,Prépayé,Non,Oui,49047,Espèces,153,36,0,3168,16.76,3,0,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI06641,Faranah,Homme,19,581984,14,Prépayé,Non,Non,5000,Espèces,238,87,1,1512,4.64,5,0,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI06642,Kankan,Femme,25,523553,22,Prépayé,Oui,Non,48034,Espèces,135,81,3,2537,11.58,34,1,1,2,0,"Pas d'autre choix dans ma zone, service moyen.",Oui
CLI06643,Conakry,Femme,33,766188,19,Prépayé,Non,Oui,59616,Virement bancaire,156,125,3,2003,7.05,1,0,1,3,0,Réseau parfois instable mais service client réactif.,Non
CLI06644,Mamou,Femme,21,430779,25,Prépayé,Non,Non,62499,Orange Money,147,75,0,3140,14.14,19,0,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI06645,Kankan,Homme,33,551466,71,Prépayé,Non,Oui,61233,Orange Money,183,0,9,3704,19.29,11,0,1,1,0,Tres satisfait du reseau et du service.,Non
CLI06646,Labé,Femme,31,150000,27,Prépayé,Non,Non,81511,Virement bancaire,226,72,9,3681,11.99,11,0,1,3,0,"Pas d'autre choix dans ma zone, service moyen.",Oui
CLI06647,Kindia,Homme,40,599032,15,Prépayé,Non,Oui,35133,Orange Money,151,61,1,2246,10.54,7,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI06648,Kankan,Femme,27,1164675,79,Postpayé,Oui,Oui,98893,Espèces,102,127,8,2270,9.58,0,0,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI06649,Mamou,Homme,29,396737,1,Prépayé,Non,Non,37113,Orange Money,152,87,2,4156,17.24,6,4,0,4,0,Service correct dans l'ensemble.,Non
CLI06650,N'Zérékoré,Homme,24,646472,1,Prépayé,Non,Oui,61489,Orange Money,199,32,4,1696,7.22,11,0,0,1,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06651,Faranah,Femme,33,1247866,7,Postpayé,Oui,Oui,100515,Carte bancaire,4,68,7,3006,38.05,8,1,0,1,0,"Service client à améliorer, réseau correct.",Non
CLI06652,Conakry,Homme,38,208696,13,Prépayé,Non,Oui,62081,Orange Money,199,136,1,4857,14.46,6,2,0,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI06653,Faranah,Femme,18,735013,2,Postpayé,Non,Oui,184772,Orange Money,212,5,2,2537,11.58,9,0,1,2,0,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI06654,Boké,Homme,24,374001,16,Prépayé,Non,Oui,47435,Orange Money,190,65,1,1996,7.8,9,3,0,3,0,"Utilisation standard, pas de souci majeur.",Non
CLI06655,N'Zérékoré,Homme,31,878016,86,Prépayé,Non,Oui,6813,Orange Money,134,46,0,153,0.85,22,0,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI06656,Conakry,Homme,24,1597880,32,Postpayé,Oui,Non,102095,Orange Money,209,28,9,1980,8.05,11,1,1,3,1,Réseau parfois instable mais service client réactif.,Non
CLI06657,Conakry,Homme,37,859574,24,Prépayé,Non,Non,19659,Orange Money,281,119,4,111,0.27,5,0,0,1,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06658,Conakry,Homme,45,477343,13,Prépayé,Non,Non,25173,Orange Money,195,111,2,1845,5.99,18,0,0,0,0,Tres satisfait du reseau et du service.,Non
CLI06659,N'Zérékoré,Femme,58,1077802,14,Postpayé,Non,Non,48461,Orange Money,259,89,0,1017,2.92,22,3,2,5,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06660,Boké,Femme,40,509650,2,Prépayé,Non,Oui,76529,Espèces,214,76,0,2631,9.07,0,1,1,2,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI06661,Conakry,Homme,18,1296248,2,Postpayé,Oui,Non,125596,Orange Money,111,58,13,1451,7.97,68,0,0,0,1,Content de la couverture reseau dans ma zone.,Non
CLI06662,Kindia,Homme,25,353397,24,Prépayé,Oui,Oui,59878,Orange Money,93,129,5,643,2.83,2,0,0,0,0,Offres interessantes et service fiable.,Oui
CLI06663,Faranah,Femme,23,497278,80,Prépayé,Non,Oui,28961,Espèces,149,147,0,1557,5.26,7,0,1,1,0,Tres satisfait du reseau et du service.,Non
CLI06664,Conakry,Homme,24,1165620,4,Postpayé,Non,Non,192120,Orange Money,124,151,2,2110,7.62,7,3,1,4,0,Tres satisfait du reseau et du service.,Non
CLI06665,Kankan,Homme,36,394009,22,Prépayé,Non,Non,51484,Orange Money,146,106,0,2544,10.1,3,0,0,0,0,"Service client à améliorer, réseau correct.",Oui
CLI06666,Conakry,Homme,43,1221287,1,Prépayé,Non,Non,23248,Orange Money,154,104,6,1565,5.93,11,7,0,8,0,Offres interessantes et service fiable.,Non
CLI06667,Conakry,Homme,37,416356,7,Prépayé,Non,Oui,69649,Espèces,205,0,0,3120,15.22,2,0,0,0,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06668,Boké,Homme,37,1238649,1,Postpayé,Oui,Oui,124304,Espèces,132,39,3,3017,17.34,4,3,0,3,0,Tres satisfait du reseau et du service.,Non
CLI06669,Kindia,Femme,27,797756,27,Postpayé,Oui,Non,127158,Carte bancaire,221,114,6,3789,11.11,12,2,1,3,0,Service correct dans l'ensemble.,Non
CLI06670,Conakry,Femme,44,419537,35,Prépayé,Non,Non,71099,Orange Money,260,188,5,2391,5.28,13,5,0,5,0,Prix trop élevés par rapport à la concurrence.,Non
CLI06671,Conakry,Femme,20,792913,7,Prépayé,Non,Non,41017,Orange Money,185,148,0,50,0.15,3,0,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI06672,Faranah,Homme,38,507765,9,Postpayé,Non,Oui,95961,Espèces,142,147,1,1964,6.77,31,4,0,7,0,Tres satisfait du reseau et du service.,Non
CLI06673,Boké,Homme,22,463355,1,Prépayé,Non,Non,38454,Virement bancaire,118,36,0,4909,31.88,7,5,0,7,0,Content de la couverture reseau dans ma zone.,Non
CLI06674,Conakry,Homme,37,1179515,25,Postpayé,Non,Oui,126960,Espèces,283,169,3,2770,6.09,4,2,1,3,1,Réseau parfois instable mais service client réactif.,Oui
CLI06675,Faranah,Femme,19,922240,14,Postpayé,Non,Non,123461,Orange Money,106,50,2,2096,13.27,21,2,1,5,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06676,Conakry,Homme,29,578571,16,Prépayé,Non,Oui,60099,Espèces,216,115,4,2481,7.41,8,1,0,2,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI06677,Faranah,Femme,34,866793,38,Postpayé,Oui,Non,132948,Espèces,226,53,6,2505,8.79,26,1,1,3,2,"Utilisation standard, pas de souci majeur.",Non
CLI06678,N'Zérékoré,Femme,24,350833,3,Prépayé,Non,Oui,74899,Virement bancaire,43,73,2,3380,28.64,14,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI06679,Kankan,Homme,51,586503,38,Prépayé,Non,Oui,56000,Orange Money,213,109,0,999,3.1,17,1,1,2,0,Réseau parfois instable mais service client réactif.,Oui
CLI06680,Faranah,Homme,48,555631,4,Prépayé,Non,Oui,56930,Espèces,56,25,7,4690,53.3,1,0,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI06681,Kankan,Homme,48,281271,8,Prépayé,Non,Oui,39517,Orange Money,155,23,1,2377,13.28,10,0,1,1,0,Tres satisfait du reseau et du service.,Non
CLI06682,Boké,Femme,33,550790,10,Prépayé,Non,Non,25908,Orange Money,192,58,1,1570,6.25,13,1,0,1,0,Offres interessantes et service fiable.,Non
